Sectorial Entidad Proyecto Fuente,,,,INICIAL,Codificado Enero,Devengado Enero,Pagado Enero,Codificado Febrero,Devengado Febrero,Pagado Febrero,Codificado Marzo,Devengado Marzo,Pagado Marzo,Codificado Abril,Devengado Abril,Pagado Abril,Codificado Mayo,Devengado Mayo,Pagado Mayo,Codificado Junio,Devengado Junio,Pagado Junio,Codificado Julio,Devengado Julio,Pagado Julio,Codificado Agosto,Devengado Agosto,Pagado Agosto,Codificado Septiembre,Devengado Septiembre,Pagado Septiembre,Codificado Octubre,Devengado Octubre,Pagado Octubre,Codificado Noviembre,Devengado Noviembre,Pagado Noviembre,Codificado Diciembre,Devengado Diciembre,Pagado Diciembre
,,010  - PROYECTO DE AMPLIACIÓN TECNOLÓGICA PARA LA GENERACIÓN  PROCESAMIENTO Y TRANSMISIÓN DE TELEVISIÓN DIGITAL Y DE A,001 - Recursos Fiscales,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,011  - AMPLIACIÓN DE COBERTURA PARA POBLACIONES A NIVEL NACIONAL PEQUEÑAS POBLACIONES,001 - Recursos Fiscales,551534.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,013  - PROGRAMA DE INVERSIÓN ECUADOR ESTRATÉGICO MACRO SECTOR SOCIAL SECTORES SALUD  CULTURA  EQUIPAMIENTO URBANO Y VI,001 - Recursos Fiscales,7822572.7,4046210.14,0,0,4046210.14,0,0,4046210.14,0,0,4046210.14,475406.37,475406.37,4046210.14,475406.37,475406.37,4046210.14,475406.37,475406.37,4046210.14,475406.37,475406.37,4046210.14,475406.37,475406.37,11996352.14,475406.37,475406.37,11996352.14,475406.37,475406.37,12007100.47,475406.37,475406.37,4922251.09,4922251.09,4118309.22
,,014  - PROGRAMA DE INVERSIÓN ECUADOR ESTRATÉGICO MACRO SECTOR FOMENTO A LA PRODUCCIÓN SECTORES FOMENTO A LA PRODUCCIÓN,001 - Recursos Fiscales,0,4510810.22,0,0,4510810.22,0,0,4510810.22,0,0,4510810.22,360079.58,360079.58,4510810.22,360079.58,360079.58,4510810.22,360079.58,360079.58,1868287.09,360079.58,360079.58,1868287.09,360079.58,360079.58,1868287.09,360079.58,360079.58,1868287.09,360079.58,360079.58,1868287.09,360079.58,360079.58,3219290.3,2345186.44,1596524.72
,,016  - PROGRAMA DE INVERSIÓN ECUADOR ESTRATÉGICO MACRO SECTOR SECTORES ESTRATÉGICOS SECTORES ENERGÍA  AMBIENTE Y TELEC,001 - Recursos Fiscales,0,12898,0,0,12898,0,0,12898,0,0,12898,0,0,12898,0,0,12898,0,0,12898,0,0,12898,0,0,12898,0,0,12898,0,0,2149.67,0,0,0,0,0
,,018  - PROGRAMA DE INVERSION ECUADOR ESTRATEGICO 2012,001 - Recursos Fiscales,84706039.58,57278510.85,0,0,57278510.85,0,0,57278510.85,0,0,57278510.85,10340202.43,10340202.43,57278510.85,10340202.43,10340202.43,57278510.85,10340202.43,10340202.43,15993865.46,10340202.43,10340202.43,15993865.46,15084609.1,15084609.1,15993865.46,15084609.1,15084609.1,15993865.46,15084609.1,15084609.1,15993865.46,15084609.1,15084609.1,21729861.3,21729861.3,19969845
,,019  - DIAGNOSTICO  ESTUDIOS Y CONSTRUCCION DE PARQUES URBANOS A NIVEL NACIONAL,001 - Recursos Fiscales,3518966.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,020  - AREA NACIONAL DE RECREACION SAMANES,001 - Recursos Fiscales,8137243.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,021  - ADQUISICIÓN Y MANTENIMIENTO DEL EQUIPO TRACTIVO Y REMOLCADO DE FERROCARRILES DEL ECUADOR  EMPRESA PÚBLICA,001 - Recursos Fiscales,1275314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,024  - PROYECTO CIUDAD DEL CONOCIMIENTO,001 - Recursos Fiscales,127708106.3,185622670,0,0,185622670,4009073.67,4009073.67,185622670,8492176.46,8492176.46,185622670,18321513.37,18321513.37,185622670,25049979.82,25049979.82,185622670,25049979.82,25049979.82,174603270.6,25049979.82,25049979.82,112603270.6,25049979.82,25049979.82,112603270.6,25049979.82,25049979.82,112603270.6,25049979.82,25049979.82,112603270.6,27549979.82,27549979.82,91260611.88,36966114.33,34969492.61
,,026  - CONTROL DE INUNDACIONES CAÑAR,001 - Recursos Fiscales,60241674.43,53440142.66,0,0,53440142.66,13748449.29,13748449.29,34260796.7,13811551.83,13778164.38,34260796.7,13811551.83,13811551.83,34260796.7,13811551.83,13811551.83,34260796.7,13811551.83,13811551.83,15190822.49,13811551.83,13811551.83,15190822.49,13811551.83,13811551.83,20218199.64,13811551.83,13811551.83,20218199.64,13811551.83,13811551.83,17009319.88,13811551.83,13811551.83,15190822.49,15097770.06,15097770.06
,,027  - CONTROL DE INUNDACIONES NARANJAL,001 - Recursos Fiscales,30480272.18,15421795.43,0,0,15421795.43,1624138.94,1624138.94,7718820.48,5480805.15,3440248.92,7718820.48,5480805.15,5480805.15,7718820.48,5480805.15,5480805.15,7718820.48,5480805.15,5480805.15,8148271.52,5480805.15,5480805.15,8148271.52,5791653.51,5791653.51,8368838.05,5791653.51,5791653.51,8368838.05,5791653.51,5791653.51,9006101.93,5791653.51,5791653.51,9006101.93,8469168.43,8469168.43
,,028  - TRASVASE DAULE-VINCES,001 - Recursos Fiscales,14326673,14326673,0,0,14326673,103268.41,103268.41,6338871.86,112788.57,107751.48,4221740.64,112788.57,112788.57,4221740.64,112788.57,112788.57,4221740.64,112788.57,112788.57,332252.17,112788.57,112788.57,332252.17,112788.57,112788.57,332252.17,112788.57,112788.57,332252.17,112788.57,112788.57,767896.67,112788.57,112788.57,767896.67,767896.67,112788.57
,,029  - TRASVASE CHONGON-SAN VICENTE,001 - Recursos Fiscales,3872931.72,3872931.72,0,0,3872931.72,217006.39,217006.39,4309593.75,2466747.96,1276413.12,4309593.75,2466747.96,2466747.96,4309593.75,2466747.96,2466747.96,4309593.75,2466747.96,2466747.96,3351450.47,2466747.96,2466747.96,3351450.47,2466747.96,2466747.96,3926306.28,2466747.96,2466747.96,3926306.28,2466747.96,2466747.96,3953258.25,2466747.96,2466747.96,3801543.84,3792425.09,2466747.96
,,030  - PROYECTO PROPOSITO MULTIPLE CHONE,001 - Recursos Fiscales,889539.85,889539.85,0,0,889539.85,351153.18,351153.18,11051869,697412.86,514207.4,11051869,697412.86,697412.86,11051869,1341833.83,1341833.83,11051869,1341833.83,1341833.83,6756443.21,1341833.83,1341833.83,6756443.21,4521342.45,4521342.45,9174167.25,4521342.45,4521342.45,9174167.25,4521342.45,4521342.45,7072683.1,4521342.45,4521342.45,6692683.1,6692683.1,4521342.45
,,032  - PROGRAMA NACIONAL DE MANTENIMIENTO Y OPERACIÓN DE INFRAESTRUCTURA,001 - Recursos Fiscales,0,15058476.75,0,0,15058476.75,0,0,15050783.46,418492.97,197068.98,17167914.68,418492.97,418492.97,17167914.68,418492.97,418492.97,17167914.68,418492.97,418492.97,8918493.68,418492.97,418492.97,6003775.62,1830194.33,1830194.33,8449808.81,1830194.33,1830194.33,8449808.81,1830194.33,1830194.33,24374882.77,4268205.71,4268205.71,24374882.77,7546958.65,7546958.65
,,037  - CONTROL DE INUNDACIONES BULUBULU- CAÑAR,001 - Recursos Fiscales,304836.23,304836.23,0,0,304836.23,304071.52,304071.52,7024312.14,304071.52,304071.52,7024312.14,304071.52,304071.52,7024312.14,2659650.55,2659650.55,7024312.14,2659650.55,2659650.55,3225059.89,2659650.55,2659650.55,3225059.89,2659650.55,2659650.55,4549518.76,2659650.55,2659650.55,4549518.76,2659650.55,2659650.55,4023839.45,2659650.55,2659650.55,3687692.45,3687692.45,3687692.45
,,038  - TÉRMINOS DE REFERENCIA PARA LA FISCALIZACIÓN DE LOS ESTUDIOS DEL PROYECTO MULTIPROPÓSITO RÍO VERDE,001 - Recursos Fiscales,193515.81,193515.81,0,0,193515.81,97085.37,97085.37,193515.81,101075.12,98964.15,193515.81,101075.12,101075.12,193515.81,101075.12,101075.12,193515.81,101075.12,101075.12,193515.81,101075.12,101075.12,193515.81,110794.37,110794.37,193515.81,110794.37,110794.37,193515.81,110794.37,110794.37,193515.81,110794.37,110794.37,193515.81,193515.81,110794.37
,,050  - RECEPCION VALIDACION ADMINISTRACION Y LIQUIDACION DE LA BANCA CERRADA,001 - Recursos Fiscales,2294041,5676340,2989376.78,2989376.78,5676340,4367961.38,4367961.38,5676340,5023451.61,5023451.61,5676340,5023451.61,5023451.61,5676340,5023451.61,5023451.61,5676340,5023451.61,5023451.61,5565495.35,5023451.61,5023451.61,5565495.35,5023451.61,5023451.61,5565495.35,5023451.61,5023451.61,5565495.35,5023451.61,5023451.61,5297283.75,5023451.61,5023451.61,5565495.35,5565495.35,5565495.35
,,055  - INTERVENCION  AMPLIACION Y CONSTRUCCION DEL PLAN HIDRAULICO ACUEDUCTO SANTA ELENA,001 - Recursos Fiscales,55638147.26,55638147.26,0,0,55638147.26,35431.56,35431.56,68546736.01,4258946.34,2024291.1,68546736.01,42525147.67,42525147.67,68546736.01,42525147.67,42525147.67,68546736.01,42525147.67,42525147.67,54986051.46,42525147.67,42525147.67,42568924.28,42568924.18,42568924.18,64440344.14,42568924.18,42568924.18,64440344.14,42568924.18,42568924.18,67464699.02,42568924.18,42568924.18,71550297.66,47189442.66,45714050.77
,,"056  - IMPLEMENTACION DE LA RED PRIMARIA DE TRANSPORTE PUBLICO PARA LA CIUDAD DE CUENCA TRANVIA DE LOS CUATRO RIOS
",001 - Recursos Fiscales,20000000,5000000,0,0,5000000,0,0,5000000,56693.95,56693.95,5000000,56693.95,56693.95,5000000,489465.39,489465.39,5000000,905177.94,905177.94,5000000,905177.94,905177.94,5000000,905177.94,905177.94,905177.94,905177.94,905177.94,905177.94,905177.94,905177.94,905177.94,905177.94,905177.94,12388769.01,12388769.01,12388769.01
,,057  - PROYECTO METRO DE QUITO,001 - Recursos Fiscales,40000000,100000000,30876493.2,30876493.2,100000000,52164547.58,52164547.58,100000000,52164547.58,52164547.58,100000000,80356668.62,80356668.62,100000000,80356668.62,80356668.62,100000000,80356668.62,80356668.62,100000000,100000000,100000000,100000000,100000000,100000000,100075225,100000000,100000000,100075225,100000000,100000000,130632428.6,130557103.6,130557103.6,343346470.4,293419690.4,293419690.4
,,058  - INTERVENCIÓN EN LA ALIMENTACIÓN ESCOLAR,001 - Recursos Fiscales,0,2073886,0,0,2073886,0,0,2073886,0,0,2073886,0,0,2073886,0,0,2073886,0,0,2073886,0,0,2073886,0,0,2073886,0,0,2073886,0,0,345647.67,0,0,345647.67,0,0
,,059  - NUEVA INFRAESTRUCTURA EDUCATIVA,001 - Recursos Fiscales,0,2066021,0,0,2066021,0,0,2066021,0,0,2066021,0,0,2066021,0,0,2066021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,063  - ESTUDIOS DEL PROYECTO MULTIPROPÓSITO JAMA,001 - Recursos Fiscales,0,2383588.89,0,0,2383588.89,0,0,3694499.51,2383588.89,1122435.63,3694499.51,2383588.89,2383588.89,3694499.51,2383588.89,2383588.89,3694499.51,2383588.89,2383588.89,3694499.51,2383588.89,2383588.89,3694499.51,2383588.89,2383588.89,3694499.51,2383588.89,2383588.89,3694499.51,2383588.89,2383588.89,3694499.51,2383588.89,2383588.89,3694499.51,3694499.51,2383588.89
,,064  - PROYECTO MULTIPROPÓSITO COAQUE,001 - Recursos Fiscales,0,1934009.09,0,0,1934009.09,0,0,3134925.88,1934009.09,910727.82,3134925.88,1934009.09,1934009.09,3134925.88,1934009.09,1934009.09,3134925.88,1934009.09,1934009.09,3134925.88,1934009.09,1934009.09,3134925.88,1934009.09,1934009.09,3134925.88,1934009.09,1934009.09,3134925.88,1934009.09,1934009.09,3134925.88,1934009.09,1934009.09,3019976.79,3019976.79,3019976.79
,,069  - PLAN DE APROVECHAMIENTO Y CONTROL DEL AGUA EN LA PROVINCIA DE LOS RÍOS,001 - Recursos Fiscales,0,863356.45,0,0,863356.45,0,0,2950149.35,863356.45,406555.86,2950149.35,863356.45,863356.45,2950149.35,863356.45,863356.45,2950149.35,863356.45,863356.45,863357.35,863356.45,863356.45,863357.35,863356.45,863356.45,2950149.35,863356.45,863356.45,2950149.35,863356.45,863356.45,2147647.2,863356.45,863356.45,863356.45,863356.45,863356.45
,,070  - CONTROL DE INUNDACIONES DE MILAGRO Y ÁREA DE INFLUENCIA,001 - Recursos Fiscales,0,1620577.34,0,0,1620577.34,0,0,1665023.24,1620577.34,763132.33,1665023.24,1620577.34,1620577.34,1665023.24,1620577.34,1620577.34,1665023.24,1620577.34,1620577.34,1665023.24,1620577.34,1620577.34,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24,1665023.24
,,071  - MODERNIZACIÓN DE LA EMPRESA DE FERROCARRILES Y REHABILITACIÓN DEL SISTEMA FERROVIARIO ECUATORIANO PRIMERA ETAPA,001 - Recursos Fiscales,0,2284398,0,0,2284398,0,0,2284398,970769.53,970769.53,2284398,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45,1201336.45
,,075  - PROGRAMA DE INVERSIÓN DE APOYO A LA INCLUSIÓN FINANCIERA,001 - Recursos Fiscales,0,164469,0,0,164469,0,0,164469,0,0,164469,0,0,164469,0,0,164469,0,0,164469,0,0,164469,0,0,164469,0,0,164469,0,0,27411.5,0,0,27411.5,0,0
,,076  - PROYECTO DE AMPLIACION TECNOLOGICA PARA LA GENERACION PROCESAMIENTO Y TRANSMISION DE TELEVISION DIGITAL Y DE AL,001 - Recursos Fiscales,0,6000000,0,0,6000000,0,0,6000000,0,0,6000000,0,0,6000000,0,0,16937576.47,319529.41,319529.41,6319529.41,319529.41,319529.41,6319529.41,319529.41,319529.41,6319529.41,319529.41,319529.41,6319529.41,319529.41,319529.41,6319529.41,319529.41,319529.41,6319529.41,319529.41,319529.41
01 - SECTORIAL LEGISLATIVO,001 - ASAMBLEA NACIONAL,001  - DISENO Y CONSTRUCCION DEL COMPLEJO LEGISLATIVO DE LA ASAMBLEA NACIONAL,001 - Recursos Fiscales,4055429.25,4337994.39,0,0,4337994.39,0,0,4337994.39,275232.82,156498.3,4337994.39,275232.82,275232.82,4337994.39,627630.81,627630.81,4337994.39,627630.81,627630.81,1441746.05,857672.71,857672.71,1441746.05,1070716.31,1037180.31,1441746.05,1070716.31,1070716.31,1441746.05,1070716.31,1070716.31,1441746.05,1377354.08,1122615.89,1441746.05,1396248.68,1396248.68
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,839027.8,212255.86,95391.18,839027.8,212255.86,212255.86,839027.8,469868.48,469868.48,839027.8,469868.48,469868.48,839027.8,554554.05,554554.05,839027.8,661269.49,661269.49,839027.8,661269.49,661269.49,839027.8,661269.49,661269.49,839027.8,839027.8,661269.49,839027.8,839027.8,839027.8
02 - SECTORIAL JURISDICCIONAL,010 - CONSEJO DE LA JUDICATURA,001  - CREACION Y MEJORAMIENTO DE LA INFRAESTRUCTURA CIVIL JUDICIAL AJUSTADA AL NUEVO MODELO DE GESTION DE LA JUSTICIA,001 - Recursos Fiscales,31575053.42,975706.76,66533,66533,975706.76,133066,133066,975706.76,199599,199599,985659.6,275255.48,275255.48,985659.6,353230.86,353230.86,985659.6,425846.34,425846.34,985659.6,499449.09,499449.09,985659.6,574772.56,574772.56,985658.6,643919.53,643919.53,973021.23,713421.94,713421.94,971299.64,780772.95,780772.95,963068.39,889640.49,889640.49
,,003  - IMPULSAR LA MEJORA PERMANENTE Y MODERNIZACION DE LOS SERVICIOS,001 - Recursos Fiscales,36627127.63,28432650.71,362415.49,237204.13,28432650.71,759715.53,605907.22,28432650.71,4137318.59,4137318.59,28419581.91,4530516.32,4530516.32,28419581.91,9129670.52,8994823.99,28419581.91,9922636.48,9645051.79,23575482.56,10717138.68,10717138.68,22397827.58,15383949.4,15383949.4,23004213.48,15581557.19,15581557.19,23124882.08,15897949.7,15815482.1,23124882.08,16352374.64,16352374.64,22291059.54,18356009.14,17922710.1
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,11695770.16,0,0,11695770.16,0,0,11748731.79,2222233.11,2222233.11,11748731.79,2222233.11,2222233.11,11748731.79,5314251.04,5314251.04,11748731.79,5314251.04,5314251.04,5314251.04,5314251.04,5314251.04,8627697,8627697,8627697,8941576.89,8627697,8627697,8941576.89,8627697,8627697,8627697,8627697,8627697,8627697,8627697,8627697
,,005  - COMBATIR LA IMPUNIDAD DE LOS DELITOS A NIVEL NACIONAL,001 - Recursos Fiscales,16290601.68,13512983.12,113182.02,113182.02,13512983.12,869193.43,869193.43,13512983.12,1612235.08,1612235.08,13516099.08,1776854.89,1776854.89,13516099.08,3180867.37,3110752.43,13516099.08,3412263.69,3342263.13,7732441.55,3829386.98,3829386.98,7328787.42,4145307.42,4145307.42,11369779.17,4926031.45,4678928.95,12145684.98,6803348.44,5489925.59,12145684.98,7120086.27,7060306.74,10986508.61,8452103.23,8085825.47
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,4804720.03,0,0,4804720.03,757479,757479,4804720.03,833183.45,833183.45,4804720.03,833183.45,833183.45,4804720.03,836662.95,836662.95,4804720.03,836662.95,836662.95,836662.95,836662.95,836662.95,885828.13,858386.18,858386.18,1245057.37,1245057.37,997954.87,2046268.07,2046268.07,1247449.63,2105607.87,2061212.95,2046268.07,2456001.58,2411606.66,2411606.66
,,006  - CONSOLIDACIÓN DE LA TRANSFORMACIÓN Y CALIDAD DE LOS SERVICIOS DE JUSTICIA,001 - Recursos Fiscales,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"006  - PLAN ARTICULADO DE OPTIMIZACION DE UNIDADES JUDICIALES, INFRAESTRUCTURA Y EQUIPAMIENTO DE LA FUNCIÓN JUDICIAL",001 - Recursos Fiscales,0,267672,0,0,267672,0,0,267672,0,0,267672,0,0,267672,0,0,267672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,629020,0,0,629020,0,0,629020,0,0,629020,0,0,629020,0,0,629020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,587  - DISEÑO E IMPLEMENTACION DEL NUEVO MODELO DE GESTION DE LA FUNCION JUDICIAL DEL ECUADOR,001 - Recursos Fiscales,0,63306.49,0,0,63306.49,0,0,63306.49,16672.29,16672.29,63306.49,16672.29,16672.29,63306.49,16672.29,16672.29,63306.49,16672.29,16672.29,38955.88,16672.29,16672.29,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88,38955.88
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,84991.83,0,0,84991.83,0,0,84991.83,27787.15,27787.15,84991.83,27787.15,27787.15,84991.83,27787.15,27787.15,84991.83,27787.15,27787.15,27787.15,27787.15,27787.15,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45,64926.45
,,588  - PROYECTO DE INFRAESTRUCTURA DE TECNOLOGIAS DE INFORMACION Y COMUNICACIONES DE LA FUNCION JUDICIAL,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,591  - CREACION Y MEJORAMIENTO DE LA INFRAESTRUCTURA CIVIL JUDICIAL AJUSTADA AL NUEVO MODELO DE GESTION DE LA JUSTICIA,001 - Recursos Fiscales,0,15579305.85,0,0,15579305.85,641425.78,641425.78,15579305.85,676580.09,676580.09,15579305.85,1903294.06,1903294.06,15579305.85,5323766.49,3063445.4,15579305.85,6123467.94,5553092.19,9533840.02,6244714.81,6244714.81,9526238.42,6917945.36,6570975.44,10321574.29,7109767.57,6762797.65,9534492.17,7171892.05,7171892.05,9536213.76,7178454.7,7178454.7,11333012.98,9726634.31,9072434.38
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,11543095.8,0,0,11543095.8,502274.63,502274.63,11543095.8,502274.63,502274.63,11543095.8,947842.96,947842.96,11543095.8,1338630.62,1173097.91,11543095.8,1465757.4,1465757.4,1559799.61,1559799.6,1559799.6,1919028.85,1789176.68,1789176.68,1919029.85,1901303.42,1901303.42,1944999.5,1927273.07,1927273.07,2199539.59,1927273.07,1927273.07,4849145.88,3677768.1,3252768.1
,,593  - CONSOLIDACION DE LA TRANSFORMACION Y CALIDAD DE LOS SERVICIOS DE JUSTICIA,001 - Recursos Fiscales,0,476931.32,0,0,476931.32,133552.46,27757.42,476931.32,133552.46,133552.46,476931.32,141032.06,141032.06,476931.32,245322.8,235973.41,476931.32,246354.9,246354.9,251095.19,246354.9,246354.9,251095.19,251095.19,251095.19,384561.93,251095.19,251095.19,251095.19,251095.19,251095.19,251095.19,251095.19,251095.19,455526.13,269037.95,269037.95
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,36400.79,0,0,180569.89,92472.26,0,180569.89,92472.26,92472.26,180569.89,92472.26,92472.26,180569.89,131261.59,122126.83,180569.89,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59,131261.59
,015 - DEFENSORIA PUBLICA,001  - FORTALECIMIENTO DEL SISTEMA NACIONAL DE ACREDITACION,001 - Recursos Fiscales,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
