Sectorial Entidad Proyecto Fuente,,,,INICIAL,Codificado Enero,Devengado Enero,Pagado Enero,Codificado Febrero,Devengado Febrero,Pagado Febrero,Codificado Marzo,Devengado Marzo,Pagado Marzo,Codificado Abril,Devengado Abril,Pagado Abril,Codificado Mayo,Devengado Mayo,Pagado Mayo,Codificado Junio,Devengado Junio,Pagado Junio,Codificado Julio,Devengado Julio,Pagado Julio,Codificado Agosto,Devengado Agosto,Pagado Agosto,Codificado Septiembre,Devengado Septiembre,Pagado Septiembre,Codificado Octubre,Devengado Octubre,Pagado Octubre,Codificado Noviembre,Devengado Noviembre,Pagado Noviembre,Codificado Diciembre,Devengado Diciembre,Pagado Diciembre
,,013  - PROGRAMA DE INVERSIÓN ECUADOR ESTRATÉGICO MACRO SECTOR SOCIAL SECTORES SALUD  CULTURA  EQUIPAMIENTO URBANO Y VI,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,476412.02,0,0,476412.02,0,0,476412.02,0,0,476412.02,20501.91,20501.91,870440.84,20501.91,20501.91,870440.84,20501.91,20501.91,870440.84,20501.91,20501.91,275483.59,20501.91,20501.91,275483.59,61121.64,61121.64
,,,202 - Préstamos Externos,42345715,42345715,0,0,476412.02,0,0,476412.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,014  - PROGRAMA DE INVERSIÓN ECUADOR ESTRATÉGICO MACRO SECTOR FOMENTO A LA PRODUCCIÓN SECTORES FOMENTO A LA PRODUCCIÓN,201 - Colocaciones Externas,0,0,0,0,261693.12,0,0,261693.12,0,0,2461608.12,0,0,2461608.12,0,0,2461608.12,0,0,2461608.12,401160.23,401160.23,2461608.12,401160.23,401160.23,1111608.12,401160.23,401160.23,1111608.12,401160.23,401160.23,685339.39,401160.23,401160.23,685339.39,401160.23,401160.23
,,,202 - Préstamos Externos,2199915,2199915,0,0,2199915,0,0,2199915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,016  - PROGRAMA DE INVERSIÓN ECUADOR ESTRATÉGICO MACRO SECTOR SECTORES ESTRATÉGICOS SECTORES ENERGÍA  AMBIENTE Y TELEC,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96089.98,0,0,96089.98,0,0,96089.98,0,0,0,0,0,0,0,0
,,018  - PROGRAMA DE INVERSION ECUADOR ESTRATEGICO 2012,201 - Colocaciones Externas,0,0,0,0,16897681.86,0,0,16897681.86,0,0,24513416.48,1117458.32,1117458.32,24513416.48,1117458.32,1117458.32,24513416.48,1117458.32,1117458.32,24513416.48,1886423.64,1886423.64,14023297.68,2685409.05,2685409.05,11829987.68,2685409.05,2685409.05,8305337.77,4077080.86,4077080.86,5768383.62,4077080.86,4077080.86,5768383.62,4786326.7,4786326.7
,,,202 - Préstamos Externos,7615734.62,7615734.62,0,0,7615734.62,0,0,7615734.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,024  - PROYECTO CIUDAD DEL CONOCIMIENTO,001 - Recursos Fiscales,11119011,11119011,0,0,11119011,614290.15,614290.15,11119011,614290.15,614290.15,11119011,1926636.46,1926636.46,4865088,1926636.46,1926636.46,4865088,2232593.24,2232593.24,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088,4865088
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,6253923,0,0,6253923,0,0,6253923,4198148.1,4198148.1,6253923,4758155.43,4758155.43,6253923,4758155.43,4758155.43,6253923,4758155.43,4758155.43,6253923,4758155.43,4758155.43,6253923,6250155.43,5151726.42
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,10241514,0,0,10241514,0,0,10241514,0,0,10241514,0,0,10241514,0,0,10241514,0,0,10241514,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,84368252,84368252,0,0,84368252,0,0,84368252,0,0,69758051.1,0,0,19525890.55,0,0,19525890.55,0,0,19525890.55,0,0,19525890.55,0,0,19525890.55,0,0,10525890.55,0,0,7525890.55,0,0,10049120.49,10049120.49,10049120.49
,,026  - CONTROL DE INUNDACIONES CANAR,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401520.07,0,0,1401520.07,0,0,1401520.07,0,0,1401520.07,0,0,1401520.07,1401520.07,1401520.07
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123351.38,0,0,123351.38,0,0,123351.38,0,0,123351.38,0,0,123351.38,123351.38,123351.38
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11602669.89,0,0,11602669.89,0,0,11602669.89,0,0,11855959.54,0,0,11855959.54,11855959.54,11855959.54
,,027  - CONTROL DE INUNDACIONES NARANJAL,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16336.2,0,0,16336.2,0,0,16336.2,0,0,18183.28,0,0,18183.28,18183.28,0
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062354.76,0,0,1062354.76,0,0,1062354.76,0,0,1062354.76,0,0,1062354.76,1062354.76,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270859.73,0,0,270859.73,270859.73,0
,,028  - TRASVASE DAULE-VINCES,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7723.2,0,0,7723.2,0,0,7723.2,0,0,7723.2,0,0,7723.2,7723.2,0
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55515.16,0,0,55515.16,0,0,55515.16,0,0,55515.16,0,0,55515.16,55515.16,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3622.34,0,0,3622.34,3622.34,0
,,029  - TRASVASE CHONGON-SAN VICENTE,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36,0,0,20405.76,0,0,20405.76,20405.76,0
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41471.39,0,0,41471.39,0,0,41471.39,0,0,41471.39,0,0,41471.39,41471.39,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992755.24,0,0,992755.24,992755.24,0
,,030  - PROYECTO PROPOSITO MULTIPLE CHONE,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,0,1368,0,0,1368,0,0,1368,0,0,1368,1368,0
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97284.91,0,0,97284.91,0,0,97284.91,0,0,97284.91,0,0,97284.91,97284.91,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.6,0,0,219.6,219.6,0
,,032  - PROGRAMA NACIONAL DE MANTENIMIENTO Y OPERACION DE INFRAESTRUCTURA,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476759.21,0,0,1476759.21,0,0,1476759.21,0,0,1476759.21,0,0,1476759.21,1476759.21,0
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084138.55,0,0,6084138.55,0,0,6084138.55,0,0,6084138.55,0,0,6084138.55,6084138.55,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,034  - ESTUDIOS DEL PROYECTO MULTIPROPOSITO JAMA,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7544.05,0,0,7544.05,0,0,7544.05,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,70411,70411,0,0,70411,0,0,70411,0,0,70411,0,0,70411,0,0,70411,0,0,70411,0,0,62866.95,0,0,62866.95,0,0,62866.95,0,0,0,0,0,0,0,0
,,035  - PROYECTO MULTIPROPOSITO COAQUE,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11101.18,0,0,11101.18,0,0,11101.18,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,103611,103611,0,0,103611,0,0,103611,0,0,103611,0,0,103611,0,0,103611,0,0,103611,0,0,92509.82,0,0,92509.82,0,0,92509.82,0,0,0,0,0,0,0,0
,,036  - CONTROL DE INUNDACIONES DE MILAGRO Y AREA DE INFLUENCIA,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3571.61,0,0,3571.61,0,0,3571.61,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,33335,33335,0,0,33335,0,0,33335,0,0,33335,0,0,33335,0,0,33335,0,0,33335,0,0,29763.39,0,0,29763.39,0,0,29763.39,0,0,0,0,0,0,0,0
,,037  - CONTROL DE INUNDACIONES BULUBULU- CAÑAR,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73742.36,0,0,73742.36,0,0,73742.36,0,0,73742.36,0,0,73742.36,73742.36,0
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,0,822,0,0,822,0,0,822,0,0,822,822,0
,,,202 - Préstamos Externos,1327387,1327387,0,0,1327387,0,0,1327387,0,0,1327387,0,0,1327387,0,0,1327387,0,0,1327387,0,0,1253644.64,0,0,1253644.64,0,0,1253644.64,0,0,567561.18,0,0,567561.18,567561.18,0
,,055  - INTERVENCION  AMPLIACION Y CONSTRUCCION DEL PLAN HIDRAULICO ACUEDUCTO SANTA ELENA,001 - Recursos Fiscales,4782688,4782688,0,0,4782688,4213634.57,4213634.57,4782688,4213634.57,4213634.57,4782688,4213634.57,4213634.57,4782688,4213634.57,4213634.57,4782688,4343671.25,4343671.25,4782688,4371536.08,4371536.08,4782688,4380623.78,4380623.78,4782688,4380623.78,4380623.78,4782688,4380623.78,4380623.78,4782688,4397066.08,4397066.08,4782688,4782688,4782688
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3377451.18,0,0,3377451.18,0,0,3377451.18,0,0,3449521.44,0,0,3449521.44,3449521.44,3449521.44
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900794.77,0,0,2900794.77,0,0,2900794.77,0,0,2900794.77,0,0,2900794.77,2900794.77,2900794.77
,,,202 - Préstamos Externos,31884586,31884586,0,0,31884586,0,0,31884586,0,0,31884586,0,0,31884586,0,0,31884586,0,0,31884586,0,0,29601502.5,0,0,29601502.5,3831787.77,3831787.77,9601502.5,3831787.77,3831787.77,30081079.04,3831787.77,3831787.77,30081079.04,30081079.02,30081079.02
,,060  - PLAN DE APROVECHAMIENTO Y CONTROL DEL AGUA EN LA PROVINCIA DE LOS RIOS,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175862.52,0,0,175862.52,0,0,175862.52,0,0,103792.26,0,0,103792.26,103792.26,0
,,,202 - Préstamos Externos,1304962,1304962,0,0,1304962,0,0,1304962,0,0,1304962,0,0,1304962,0,0,1304962,0,0,1304962,0,0,1129099.48,0,0,1129099.48,0,0,1129099.48,0,0,0,0,0,0,0,0
,,077  - PROYECTO DE DESARROLLO MINERO SAN FRANCISCO DE MUYUYACU,202 - Préstamos Externos,2400,2400,0,0,2400,0,0,2400,0,0,2400,0,0,2400,0,0,129134.64,0,0,129134.64,40282.42,40282.42,129134.64,40282.42,40282.42,129134.64,40282.42,40282.42,129134.64,66420.5,66420.5,95940.72,66420.5,66420.5,95940.72,95940.72,95940.72
,,078  - SOSTENIBILIDAD FINANCIERA  TÉCNICA Y OPERACIONAL DEL SISTEMA FERROVIARIO ECUATORIANO. SUSTITUCIÓN DE DURMIENTES,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,2634228,1669189.6,1669189.6,2634228,1669189.6,1669189.6,2634228,1669189.6,1669189.6,2634228,1669189.6,1669189.6,2634228,1669189.6,1669189.6,2634228,1669189.6,1669189.6,2634228,2634228,2634228,2634228,2634228,2634228
,,,202 - Préstamos Externos,2634228,2634228,0,0,2634228,0,0,2634228,0,0,2634228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,081  - CONSTRUCCION DEL MALECON DEL MARGEN IZQUIERDO AGUAS ABAJO DEL RIO NAPO EN LA PARROQUIA PUERTO NAPO CANTON TENA,201 - Colocaciones Externas,0,0,0,0,2042417.6,0,0,4284177.6,0,0,4284177.6,0,0,4284177.6,0,0,4284177.6,0,0,4284177.6,0,0,4284177.6,0,0,1784177.6,1505467,1505467,1784177.6,1505467,1505467,1784177.6,1505467,1505467,1784177.6,1505467,1505467
,,,202 - Préstamos Externos,2241760,2241760,0,0,2241760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,082  - JUBILACION DE SERVIDORES Y TRABAJADORES DE FEEP,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5340901.01,0,0,5340901.01,0,0,5340901.01,0,0,5340901.01,0,0,5340901.01,5340901.01,5340901.01,5340901.01,5340901.01,5340901.01
,,083  - CONSTRUCCION DE LA RED DE CAPTACION Y DISTRIBUCION PARA EL SISTEMA DE AGUA POTABLE DE VARIAS COMUNIDADES Y BARR,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3524649.91,0,0,3524649.91,0,0,3524649.91,0,0
,,084  - DESVINCULACION DE PERSONAL DE MEDIOS PUBLICOS,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657017.02,0,0,2657017.02,2657017.02,2657017.02
01 - SECTORIAL LEGISLATIVO,001 - ASAMBLEA NACIONAL,002  - PROYECTO DE DESVINCULACION DE SERVIDORES LEGISLATIVOS ASAMBLEA NACIONAL QUE SE ACOGEN AL RETIRO POR JUBILACION 2019,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304400,0,0,304400,0,0,304400,0,0,304400,304400,304400,304400,304400,304400
02 - SECTORIAL JURISDICCIONAL,010 - CONSEJO DE LA JUDICATURA,001  - CREACIÓN Y MEJORAMIENTO DE LA INFRAESTRUCTURA CIVIL JUDICIAL AJUSTADA AL NUEVO MODELO DE GESTIÓN DE LA JUSTICIA,202 - Préstamos Externos,538809,573243.67,0,0,585599.61,82931.94,82931.94,585599.61,115203.19,114554.12,585599.61,149807.03,149251.87,585599.61,176117.56,175764.73,585599.61,206125.63,206125.63,585599.61,252608.06,247251.04,585599.61,286983.5,285155.41,443126.88,313457.3,286983.5,443126.88,339289.78,338514.36,424632.05,371493.56,369834.9,424632.05,421051.24,417968.16
,,003  - IMPULSAR LA MEJORA PERMANENTE Y MODERNIZACIÓN DE LOS SERVICIOS,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178848.18,3257.65,3257.65,209481.81,8883.26,8883.26,209481.81,15119.47,15119.47,240069.99,18857.35,18857.35,240069.99,19279.44,19279.44,229387.72,19396.49,19396.49,176664.96,73226.43,72804.43
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,1691628.41,0,0,1691628.41,0,0,1691628.41,0,0,1512780.23,27147.1,0,5324630.85,74040.25,72774.31,5324630.85,127933.69,120303.01,5293925.01,169898.21,165330.27,5257171.95,173415.64,173415.64,4645303.12,175271.06,173415.64,4243130.85,675212.29,207327.98
,,,202 - Préstamos Externos,4667939.25,4883931.48,0,0,4941218.56,172351.52,169476.42,578062.81,245157.07,237774.53,578062.81,305489.73,304022,578062.81,334931.96,331969.8,578062.81,375993.85,375993.85,578062.81,405754.99,404657.17,578062.81,431113.54,430264.22,536769.8,441988.21,431113.54,536769.8,465910.01,465505.35,519969.8,490139.66,489800.8,513854.17,504336.81,504336.81
,,005  - COMBATIR LA IMPUNIDAD DE LOS DELITOS A NIVEL NACIONAL,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706842.95,0,0,706842.95,0,0,703379.76,1738.99,1738.99,249893.19,1738.99,1738.99,249893.19,1738.99,1738.99,249893.19,1738.99,1738.99,74499.57,43723.77,43723.77
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,6056435.48,0,0,6056435.48,0,0,5899935.08,0,0,2742026.52,0,0,1900864.85,0,0,1415246.11,14491.58,14491.58,1415246.11,14491.58,14491.58,393209.6,14491.58,14491.58,15334.79,14491.58,14491.58,385454.35,215115.99,16000.34
,,,202 - Préstamos Externos,6367512,6117085.1,0,0,6047442.08,136618.34,136618.34,932842.58,195015.69,194535.95,932842.58,240549,240069.26,932842.58,282601.39,282121.65,932842.58,321953.93,321953.93,932842.58,392293.38,389515.09,932842.58,441806.75,439028.46,647866.32,478691.31,441806.75,647866.32,518354.16,517874.42,640794.26,560795.3,558017.01,640794.26,629892.02,628842.19
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746412.46,0,0,704896.51,0,0,704896.51,0,0,653669.68,0,0,653669.68,149248.71,149248.7
,,006  - DESVINCUACION DE SERVIDORES DEL CONSEJO DE LA JUDICATURA A NIVEL NACIONAL,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5948886.67,0,0,5948886.67,458725,458725,7376858.81,5793210,5635532.5,7426246.67,6514042.5,6229220,7426246.67,7261277.5,7261277.5
,,006  - PLAN ARTICULADO DE OPTIMIZACION DE UNIDADES JUDICIALES INFRAESTRUCTURA Y EQUIPAMIENTO DE LA FUNCION JUDICIAL,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,30290.4,0,0,30290.4,0,0,30290.4,29911.77,29911.77,30290.4,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77,29911.77
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,126210,0,0,126210,0,0,126210,123054.75,123054.75,126210,123054.75,123054.75,126210,123054.75,123054.75,123054.75,123054.75,123054.75,123054.75,123054.75,123054.75,123054.75,123054.75,123054.75
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,126210,0,0,126210,0,0,126210,126210,126210,252420,126210,126210,252420,126210,126210,252420,126210,126210,252420,126210,126210,252420,126210,126210
,,587  - DISENO E IMPLEMENTACION DEL NUEVO MODELO DE GESTION DE LA FUNCION JUDICIAL DEL ECUADOR,202 - Préstamos Externos,18262.5,18262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,591  - CREACION Y MEJORAMIENTO DE LA INFRAESTRUCTURA CIVIL JUDICIAL AJUSTADA AL NUEVO MODELO DE GESTION DE LA JUSTICIA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978480.09,0,0,978480.09,784.77,784.77,978480.09,75128.34,75128.34,468399.84,218350.23,218350.23,468399.84,218892.57,218892.57,418463.72,219604.27,219604.27,308222.26,219604.27,219604.27
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,5274560.36,0,0,5274560.36,0,0,5274560.36,0,0,6765408.38,0,0,6765408.38,6539.76,0,2218423.21,316304.64,316304.64,2218423.21,794020.85,316304.64,1553892.88,794020.85,794020.85,1553892.88,799951.7,794020.85,834312.85,799951.7,799951.7
,,,202 - Préstamos Externos,3544869,3544869,0,0,3563131.5,0,0,18262.5,0,0,18262.5,0,0,18262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993759.33,309764.88,309764.88,1035275.28,1025564.4,309764.88,1035275.28,1025564.4,1025564.4,1086502.11,1025564.4,1025564.4,1086502.11,1025564.4,1025564.4
,,593  - CONSOLIDACION DE LA TRANSFORMACION Y CALIDAD DE LOS SERVICIOS DE JUSTICIA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3463.19,0,0,3463.19,0,0,3463.19,0,0,3463.19,0,0,3463.19,3463.19,3463.19
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28859.9,0,0,28859.9,0,0,28859.9,0,0,0,0,0,28859.9,28859.9,0
,015 - DEFENSORIA PUBLICA,006  - MEJORAMIENTO DE LOS SERVICIOS DE LAS AREAS AGREGADORAS DE VALOR A NIVEL NACIONAL,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76,11214.76
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,105030.64,0,0,93815.88,93456.35,5603.25,93815.88,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35,93456.35
