Sectorial Entidad Proyecto Fuente,,,,INICIAL,Codificado Enero,Devengado Enero,Pagado Enero,Codificado Febrero,Devengado Febrero,Pagado Febrero,Codificado Marzo,Devengado Marzo,Pagado Marzo,Codificado Abril,Devengado Abril,Pagado Abril,Codificado Mayo,Devengado Mayo,Pagado Mayo,Codificado Junio,Devengado Junio,Pagado Junio,Codificado Julio,Devengado Julio,Pagado Julio,Codificado Agosto,Devengado Agosto,Pagado Agosto,Codificado Septiembre,Devengado Septiembre,Pagado Septiembre,Codificado Octubre,Devengado Octubre,Pagado Octubre,Codificado Noviembre,Devengado Noviembre,Pagado Noviembre,Codificado Diciembre,Devengado Diciembre,Pagado Diciembre
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,724001.69,724001.69,0,0,724001.69,0,0,724001.69,0,0,724001.69,0,0,724001.69,5403.04,0,724001.69,5403.04,0,724001.69,5403.04,5403.04,724001.69,7835.52,5403.04,724001.69,7835.52,7835.52,724001.69,7835.52,7835.52,463472.34,7835.52,7835.52,463472.34,463472.34,463472.34
,015 - DEFENSORIA PUBLICA,006  - MEJORAMIENTO DE LOS SERVICIOS DE LAS AREAS AGREGADORAS DE VALOR A NIVEL NACIONAL,202 - Préstamos Externos,104671.11,104671.11,0,0,104671.11,0,0,93520,0,0,93520,50916.2,9854.75,93520,50916.2,50916.2,93520,50916.2,50916.2,93520,50916.2,50916.2,93520,50916.2,50916.2,93520,50916.2,50916.2,93520,50916.2,50916.2,93520,50916.2,50916.2,93208.52,50916.2,50916.2
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,41061.44,0,0,41061.44,41061.44,0,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44,41061.44
,,007  - REHABILITACION DEL EDIFICIO DE LA DEFENSORIA PUBLICA EN LA CIUDAD DE PORTOVIEJO COMO CONSECUENCIA DEL TERREMOTO,202 - Préstamos Externos,315466.74,315466.74,0,0,315466.74,0,0,318463.85,0,0,318463.85,70373.57,11728.93,318463.85,98727.22,15878.24,318463.85,119225.93,33726.55,318463.85,171147.03,112575.8,318463.85,269187.02,130804.28,318463.85,269187.02,269187.02,318463.85,279540.65,271714.45,318463.85,288795.47,280532.24,288795.47,288795.47,288795.47
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,92075.28,92075.28,0,0,0,0,0,110887.96,0,0,110887.96,39096.43,0,110887.96,49469.73,0,110887.96,60857.9,6185.09,110887.96,106303.38,49469.73,110887.96,106303.38,49469.73,110887.96,106303.38,106303.38,110887.96,110887.96,106303.38,110887.96,110887.96,110887.96,110887.96,110887.96,110887.96
,581 - CORTE CONSTITUCIONAL,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,1226101.95,1226101.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,598 - FISCALIA GENERAL DEL ESTADO,005  - MEJORAMIENTO DE LA GESTION OPERATIVA DE LA FISCALIA EN TERRITORIO,202 - Préstamos Externos,350367.26,350367.26,0,0,350367.26,0,0,350367.26,0,0,350367.26,0,0,350367.26,0,0,350367.26,10164,2904,350367.26,31042.3,8869.23,350367.26,31042.3,16129.23,350367.26,31042.3,31042.3,350367.26,31042.3,31042.3,350367.26,31042.3,31042.3,31042.3,31042.3,31042.3
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,88989.82,88989.82,0,0,0,0,0,51734.17,0,0,51734.17,0,0,51734.17,0,0,51737.17,16940,0,51737.17,51737.17,0,51737.17,51737.17,16940,51737.17,51737.17,51737.17,51737.17,51737.17,51737.17,51737.17,51737.17,51737.17,51737.17,51737.17,51737.17
,,006  - READECUACION DE LAS INFRAESTRUCTURAS DE LA FISCALIA EN LOS CANTONES DE CHONE Y SUCRE.,202 - Préstamos Externos,255969.62,255969.62,0,0,209898.04,0,0,209898.04,0,0,209898.04,0,0,209898.04,57089.26,11049.53,209898.04,72541.36,14040.26,209898.04,72541.36,60079.99,209898.04,72541.36,72541.36,209898.04,72541.36,72541.36,209898.04,72541.36,72541.36,209898.04,94057.92,77633.32,156111.6,145164.26,145164.26
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,84509.49,0,0,84509.49,0,0,84509.49,46039.73,0,84509.49,58501.11,0,84509.49,58501.11,46039.73,84509.49,58501.11,58501.11,84509.49,58501.11,58501.11,84509.49,58501.11,58501.11,84509.49,84509.49,58501.11,84509.49,84509.49,84509.49
,,007  - RENOVACION PARQUE TECNOLOGICO FISCALIA GENERAL DEL ESTADO PARA APOYAR EN LA INVESTIGACION PRE PROCESAL Y PROCES,202 - Préstamos Externos,1393530.88,1393530.88,0,0,528132.5,0,0,528132.5,0,0,528132.5,0,0,528132.5,0,0,528132.5,166414.92,47547.12,528132.5,367547.88,105013.68,528132.5,367547.88,105013.68,528132.5,367547.88,367547.88,528132.5,367547.88,367547.88,528132.5,367547.88,367547.88,493391.08,482872.75,482872.75
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,612579.81,0,0,612579.81,0,0,612579.81,0,0,612579.81,277358.21,0,612579.81,612579.81,0,612579.81,612579.81,0,612579.81,612579.81,612579.81,612579.81,612579.81,612579.81,612579.81,612579.81,612579.81,612579.81,612579.81,612579.81
03 - SECTORIAL ADMINISTRATIVO,020 - PRESIDENCIA DE LA REPUBLICA,002  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,915184.16,0,0,965776.66,915184.13,915184.13,965776.66,965776.63,965776.63,965776.66,965776.63,965776.63,965776.66,965776.63,965776.63,965776.66,965776.63,965776.63,965776.63,965776.63,965776.63,965776.66,965776.63,965776.63,1018876.63,1018876.63,1018876.63
,,007  - DESARROLLO E IMPLEMENTACION DE MECANISMOS DE INFORMACION DE LA GESTION PUBLICA  Y CONTACTO CIUDADANO,202 - Préstamos Externos,97976.14,97976.14,7153.57,7153.57,97976.14,7153.57,7153.57,97976.14,22345.69,22345.69,97976.14,29277.27,29277.27,97976.14,35493.89,35493.89,96928.12,41823.3,41621.38,96928.12,47849.83,47647.91,96928.12,55076.35,54874.43,96928.12,55076.35,55076.35,96928.12,64026.59,64026.59,96928.12,66173.99,64026.59,69495.82,69495.82,69495.82
,021 - VICEPRESIDENCIA DE LA REPUBLICA,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,155955.99,155955.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38055,38055,38055
,034 - SERVICIO NACIONAL DE GESTION DE RIESGOS Y EMERGENCIAS,001  - ENCAUZAMIENTO Y PROTECCION DE LA QUEDRADA LAS TOTORAS,202 - Préstamos Externos,231705.92,231705.92,0,0,231705.92,0,0,231705.92,0,0,231705.92,0,0,231705.92,0,0,231705.92,0,0,231705.92,0,0,231705.92,0,0,231705.92,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,2690375.13,2690375.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,001  - SISTEMA NACIONAL DESCENTRALIZADO DE LA GESTION DEL RIESGO Y EMERGENCIAS,202 - Préstamos Externos,910431.13,910431.13,0,0,910431.13,0,0,1169384.55,0,0,946230.3,0,0,946230.3,0,0,946230.3,67518,13068,946230.3,67518,67518,946230.3,67518,67518,946230.3,67518,67518,938828.5,67518,67518,880118.77,67518,67518,580367.45,67518,67518
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,214560.78,214560.78,0,0,0,0,0,0,0,0,54450,0,0,54450,0,0,54450,54450,0,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450,54450
,,002  - PROYECTO NACIONAL DE GESTION DEL RIESGO PARA EL HABITAT Y LA VIVIENDA,202 - Préstamos Externos,302112,302112,0,0,302112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,236025,236025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,003  - PROGRAMA DE PREVENCION Y MITIGACION PARA REDUCIR EL RIESGO POR DIFERENTES AMENAZAS,202 - Préstamos Externos,93178.42,93178.42,0,0,93178.42,0,0,136337,0,0,136337,0,0,136337,0,0,136337,0,0,136337,0,0,136337,0,0,136337,0,0,136337,0,0,136337,0,0,0,0,0
,,008  - PROGRAMA DE LIQUIDACION Y EJECUCION DE OBRAS POR CONCLUIR (FASE I) DE LA DIRECCION DE SERVICIOS DE INFRAESTRUCTURA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,223154.25,462261.97,223154.25,223154.25,520971.7,223154.25,223154.25,395783.31,223154.25,223154.25
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,51478.49,51478.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381359.8,0,0,540377.2,0,0,431359.79,0,0
,038 - SECRETARIA TECNICA ECUADOR CRECE SIN DESNUTRICION INFANTIL,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,98525.47,98525.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,001  - PUESTA EN MARCHA Y DESARROLLO DE INSTRUMENTOS PARA LA GESTION DE LA ESTRATEGIA DE DESARROLLO INFANTIL,202 - Préstamos Externos,14301.5,14301.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,002  - ESTRATEGIA INTERSECTORIAL DE PREVENCION DE EMBARAZO ADOLESCENTE Y PLANIFICACION FAMILIAR,202 - Préstamos Externos,164138.88,164138.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,003  - APOYO A LA CONSTRUCCION DE LA PROPUESTA ECUATORIANA DE SEGURIDAD SOCIAL PARA CUMPLIR CON EL MANDATO CONSTITUCION,202 - Préstamos Externos,1512,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,003  - FORTALECIMIENTO DE LAS CAPACIDADES DEL GOBIERNO ECUATORIANO PARA EL DISEÑO Y EJECUCIÓN DE PROGRAMAS Y POLITICAS SO,202 - Préstamos Externos,70202.38,70202.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,004  - MEJORAMIENTO DE LA CALIDAD DE ATENCION DEL SISTEMA DE PROTECCION A VICTIMAS DE VIOLENCIA DE GENERO A PARTIR DEL,202 - Préstamos Externos,474.39,474.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,006  - PROYECTO EMBLEMATICO ACCION NUTRICION,202 - Préstamos Externos,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,010  - PLAN TODA UNA VIDA,202 - Préstamos Externos,5298426.98,5298426.98,304122.02,304122.02,770879.77,328319.62,328319.62,770879.77,328319.62,328319.62,770879.77,518968.08,422186.81,770879.77,527097.3,527097.3,622997.39,534113.25,534113.25,572538,566163.48,563309.86,572538,567858.89,567858.89,572538,567858.89,567858.89,572538,567858.89,567858.89,572538,567858.89,567858.89,567858.89,567858.89,567858.89
,,011  - REMODELACION ADECUACION Y EQUIPAMIENTO DEL EDIFICIO DANTE PARA EL MINISTERIO DE COORDINACION DE DESARROLLO SOCIA,202 - Préstamos Externos,92176.34,92176.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,013  - PROYECTO DE VIVIENDA CASA PARA TODOS,202 - Préstamos Externos,1550540.7,1550540.7,124129.65,124129.65,1550540.7,134266.14,134266.14,1550540.7,395453.16,395453.16,1550540.7,556390.3,556390.3,1550540.7,692690.22,689974.04,1538540.7,825980.92,823264.74,1538540.7,963510.18,963510.18,1538540.7,1004682.78,1004682.78,1538540.7,1129560.97,1117979.92,1538540.7,1136786.38,1136786.38,1538540.7,1136786.38,1136786.38,1136786.38,1136786.38,1136786.38
,,015  - INCREMENTO DE COBERTURA Y CALIDAD DE LOS SERVICIOS DE LA MISION MIS MEJORES AÑOS,202 - Préstamos Externos,401591.76,401591.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,016  - ATENCION INTEGRAL DE LA MISION LAS MANUELAS,202 - Préstamos Externos,0,0,0,0,4527547.21,0,0,4527547.21,550738.63,550738.63,4527547.21,857452.87,857452.87,4527547.21,1138822.71,1135028.45,4502471.23,1418084.07,1414123.59,4198349.21,1732817.83,1732817.83,4198349.21,2120992.95,2070701.16,4198349.21,2456337.73,2409663.99,4198349.21,2539892.27,2539892.27,4198349.21,2539892.27,2539892.27,2539892.27,2539892.27,2539892.27
,,017  - PROYECTO INFANCIA CON FUTURO,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266449.56,0,0,152806.39,134267.72,134267.72
,039 - SERVICIO NACIONAL DE CONTRATACION PUBLICA - SERCOP,001  - ASEGURAMIENTO DE LA DISPONIBILIDAD DEL SISTEMA OFICIAL DE CONTRATACION PUBLICA DEL ECUADOR (SOCE),202 - Préstamos Externos,26182.51,26182.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,001  - EJECUCION DEL PROCEDIMIENTO DE COMPRA CORPORATIVA CENTRALIZADA Y EXTERNALIZACION DE LA DISTRIBUCION Y ALMACENAMI,202 - Préstamos Externos,929823.31,929823.31,59919.77,59919.77,903162.16,59919.77,59919.77,903162.16,194007.56,194007.56,903162.16,266995.74,256345.74,903162.16,325812.1,324302.12,858281.16,384045.83,384045.83,858281.16,438396.64,438396.64,858281.16,504880.38,501702.21,858281.16,558049.25,558049.25,858281.16,612298.98,612298.98,858281.16,662569.55,662569.55,699898.13,699898.13,699898.13
,,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,199111.57,199111.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,064 - INSTITUTO NACIONAL DE ESTADISTICAS Y CENSOS,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,1859745.66,1859745.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159300,159300,159300
,,,301 - Colocaciones Internas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106200,106200,106200
,,001  - SISTEMA DE ESTADISTICAS ESTRUCTURALES,202 - Préstamos Externos,916746.53,916746.53,30925.89,30925.89,916746.52,58137.63,30925.89,916746.52,102624.28,102608.85,916746.52,139681.93,138835.24,916746.52,185251.1,182333,916746.53,240434.96,240434.96,901248.46,335533.16,334563.04,901248.46,449090.6,448025.28,901248.46,554366.08,553653,901248.46,668220.73,664763.33,901248.46,738710.46,738507.45,855792.32,842413.98,839429.39
