Sectorial Entidad Proyecto Fuente,,,,INICIAL,Codificado Enero,Devengado Enero,Pagado Enero,Codificado Febrero,Devengado Febrero,Pagado Febrero,Codificado Marzo,Devengado Marzo,Pagado Marzo,Codificado Abril,Devengado Abril,Pagado Abril,Codificado Mayo,Devengado Mayo,Pagado Mayo,Codificado Junio,Devengado Junio,Pagado Junio,Codificado Julio,Devengado Julio,Pagado Julio,Codificado Agosto,Devengado Agosto,Pagado Agosto,Codificado Septiembre,Devengado Septiembre,Pagado Septiembre,Codificado Octubre,Devengado Octubre,Pagado Octubre,Codificado Noviembre,Devengado Noviembre,Pagado Noviembre,Codificado Diciembre,Devengado Diciembre,Pagado Diciembre
,598 - FISCALIA GENERAL DEL ESTADO,001  - MEJORA DE LOS SERVICIOS DE INVESTIGACIÓN PENAL PARA GARANTIZAR LOS DERECHOS DE LA CIUDADANÍA,001 - Recursos Fiscales,993703.3,993703.3,0,0,993703.3,0,0,993703.3,0,0,993703.3,0,0,993703.3,0,0,993703.3,0,0,993703.3,0,0,993703.3,0,0,993703.3,0,0,993703.3,0,0,993703.3,0,0,0,0,0
,,004  - DESARROLLO DE ESTUDIOS PARA LA READECUACION DE LAS INFRAESTRUCTURAS DE LA FISCALIA EN LOS CANTONES DE MILAGRO C,001 - Recursos Fiscales,0,0,0,0,0,0,0,64067.05,0,0,64067.05,64066.13,9369.23,64067.05,64066.13,19389.23,64067.05,64066.13,19389.23,64067.05,64066.13,64066.13,64067.05,64066.13,64066.13,64067.05,64066.13,64066.13,64067.05,64066.13,64066.13,64067.05,64066.13,64066.13,64066.13,64066.13,64066.13
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,23380,0,0,23380,23380,0,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380,23380
,,005  - MEJORAMIENTO DE LA GESTION OPERATIVA DE LA FISCALIA EN TERRITORIO,001 - Recursos Fiscales,2642723.72,2642723.72,0,0,2642723.72,0,0,2035764.07,0,0,2034135.5,0,0,2034135.5,0,0,2034135.5,0,0,1502162.41,0,0,1502162.41,0,0,1502162.41,0,0,1502162.41,0,0,1502162.41,0,0,842940.61,0,0
,,006  - READECUACION DE LAS INFRAESTRUCTURAS DE LA FISCALIA EN LOS CANTONES DE CHONE Y SUCRE,001 - Recursos Fiscales,0,0,0,0,0,0,0,542892.6,0,0,542892.6,0,0,542892.6,0,0,542892.6,0,0,289507.95,0,0,289507.95,0,0,289507.95,0,0,289507.95,0,0,289507.95,0,0,215687.6,0,0
03 - SECTORIAL ADMINISTRATIVO,020 - PRESIDENCIA DE LA REPUBLICA,002  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,001 - Recursos Fiscales,0,0,0,0,0,0,0,1630196.25,0,0,1630196.25,85622.9,0,1630196.25,85622.9,0,1606900.25,85622.9,0,915528.94,85622.9,85622.9,249613.34,85622.9,85622.9,863527.24,85622.9,85622.9,863527.24,85622.9,85622.9,863527.24,85622.9,85622.9,101767.37,85622.9,85622.9
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,70055.1,0,0,70055.1,70055.1,0,70055.1,70055.1,0,70055.1,70055.1,0,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1,70055.1
,,006  - IMPLEMENTACIÓN DEL MUSEO DE LA PRESIDENCIA DE LA REPÚBLICA DEL ECUADOR Y RE-FUNCIONALIZACIÓN DE LAS ÁREAS AFECTADAS,001 - Recursos Fiscales,462590.01,462590.01,0,0,462590.01,0,0,462590.01,0,0,19920.82,0,0,19920.82,0,0,19920.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,007  - DESARROLLO E IMPLEMENTACION DE MECANISMOS DE INFORMACION DE LA GESTION PUBLICA Y CONTACTO CIUDADANO,001 - Recursos Fiscales,3695552.8,3695552.8,0,0,3695552.8,48287.88,48287.88,3695552.8,48287.88,48287.88,3695552.8,200497.08,83413.08,3695552.8,200497.08,83413.08,3695552.8,291217.08,210217.08,3678387,318433.08,213133.08,1656114.2,318433.08,318433.08,1656114.2,345649.08,321349.08,1656114.2,372865.08,324265.08,1656114.2,400081.08,327181.08,682589.88,427297.08,378697.08
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,193989.8,18363.8,18363.8,193989.8,18363.8,18363.8,193989.8,193989.8,18363.8,193989.8,193989.8,18363.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8,193989.8
,,008  - IMPLEMENTACION DE NUEVOS PARADIGMAS DE GESTION PUBLICA PARA EL MEJORAMIENTO DE PROCESOS Y SERVICIOS PUBLICOS  Y LA GESTION DE ARCHIVO.,001 - Recursos Fiscales,500000,500000,0,0,500000,0,0,500000,0,0,500000,0,0,500000,0,0,500000,0,0,500000,0,0,500000,0,0,61521.4,0,0,61521.4,0,0,61521.4,0,0,0,0,0
,,009  - IMPLEMENTACION DEL MUSEO Y ESCUELA TALLER DEL PASILLO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438478.6,0,0,438478.6,0,0,438478.6,0,0,438478.6,0,0
,024 - SECRETARIA NACIONAL DE PLANIFICACION Y DESARROLLO  SENPLADES,001  - CONSOLIDACION DE LA PREINVERSION EN EL CICLO DE LA INVERSION PUBLICA PARA EL CUMPLIMIENTO DE LOS OBJETIVOS DEL P,001 - Recursos Fiscales,20578.35,20578.35,0,0,20578.35,5356.31,5096.31,20578.35,8614.14,8354.14,20578.35,8614.14,8614.14,20578.35,8614.14,8614.14,45934.9,13831.4,13831.4,45934.9,18169.25,18169.25,45934.9,21477.38,21477.38,45934.9,21705.12,21705.12,45934.9,23963.02,23963.02,31353.38,25117.03,25117.03,29994.81,29994.81,29994.81
,,001  - FORTALECIMIENTO DEL SISTEMA NACIONAL DE INFORMACION- S.N.I. FASE II,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5895.75,0,0,5895.75,0,0,5895.75,0,0,5895.75,0,0
,,002  - GENERACION DE INSUMOS PARA LA ACTUALIZACION DE LA PLANIFICACION NACIONAL EN EL MARCO DEL BUEN VIVIR,001 - Recursos Fiscales,151495,151495,8299.43,8299.43,151495,19300.27,18868.43,151495,28460.62,28028.78,485279.22,46119.62,46119.62,485279.22,58329.42,57897.58,536473.89,69038.03,68606.19,523283.15,80005.1,77007.27,187283.15,91632.66,91632.66,187283.15,104458.38,102713.38,187283.15,115285.71,115285.71,184437.07,130099.53,130099.53,162792.37,154121.15,149819.05
,,,701 - Asistencia Tecnica y Donaciones,0,0,0,0,0,0,0,0,0,0,94413.64,0,0,94413.64,0,0,94413.64,0,0,94413.64,0,0,94413.64,0,0,94413.64,12000,0,94413.64,12000,0,78000,21000,12000,78000,56000,28000
,,003  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69767.5,0,0,69767.5,69767.5,69767.5
,,007  - ESTUDIOS DE LAS DINAMICAS Y DESPLAZAMIENTOS ESTACIONALES DE MASAS DE AGUAS EN EL PERFIL COSTERO CONTINENTAL DEL,001 - Recursos Fiscales,1537704.41,1537704.41,0,0,1537704.41,0,0,1537704.41,0,0,1201704.41,0,0,1201704.41,0,0,1201704.41,0,0,1201704.41,0,0,1537704.41,0,0,1537704.41,0,0,1537704.41,0,0,0,0,0,0,0,0
,,008  - REGISTRO SOCIAL,001 - Recursos Fiscales,12000000,12000000,0,0,12000000,0,0,12000000,32152.66,31561.47,4096715.34,68729.62,68307.68,4096715.34,213660.19,162960.75,4071358.79,396520.15,248055.36,4071358.79,486500.76,467690.22,4071358.79,1706823.27,684283.97,4071358.79,1776565.79,768427.44,3700951.11,1852311.54,1846327.49,2437642.45,2047576.41,1933054.8,2228475.92,2177194.19,2038159.2
,,,701 - Asistencia Tecnica y Donaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4655417.26,0,0,1568686.6,0,0,0,0,0,0,0,0
,,009  - CATASTRO,001 - Recursos Fiscales,45677999.65,45677999.65,0,0,45677999.65,0,0,45677999.65,0,0,40677999.65,0,0,40677999.65,0,0,40626804.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,020  - PROGRAMA DE DESARROLLO LOCAL EN COMUNIDADES ALEDAÑAS A LOS DESTACAMENTOS MILITARES DEL CORDÓN FRONTERIZO NORTE,001 - Recursos Fiscales,63127.38,63127.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
