id,proyecto,entidad,sectorial,C2017,D2017,C2018,D2018,C2019,D2019,C2020,D2020,C2021,D2021,ctotal,dtotal,text,sentence,tokenized
P100S03E048,fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,secretaria tecnica para la gestion inclusiva en discapacidades,sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secretaria tecnica para la gestion inclusiva en discapacidades fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,technical secretary for inclusive management in disabilities strengthening inclusive services and support networks for people with disabilities in ecuador,"[('secretaria', 'NN'), ('tecnica', 'NN'), ('para', 'NN'), ('la', 'NN'), ('gestion', 'NN'), ('inclusiva', 'NN'), ('con', 'NN'), ('discapacidad', 'NN'), ('ecuador', 'NN')]"
P100S10E280,fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,ministerio de inclusion economica y social,sectorial bienestar social,2141778.1899999995,21187.860000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141778.1899999995,21187.860000000004,ministerio de inclusion economica y social fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,ministry of economic and social inclusion strengthening inclusive services and support networks for people with disabilities in ecuador,"[('ministerio', 'NN'), ('inclusion', 'NN'), ('social', 'JJ'), ('fortalecimiento', 'NN'), ('inclusivos', 'JJ'), ('y', 'NN'), ('con', 'NN'), ('discapacidad', 'NN'), ('ecuador', 'NN')]"
P100S17E540,fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,ministerio de telecomunicaciones y de la sociedad de la informacion,sectorial comunicaciones,575902.1400000002,188014.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575902.1400000002,188014.25,ministerio de telecomunicaciones y de la sociedad de la informacion fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,ministry of telecommunications and the information society strengthening inclusive services and support networks for people with disabilities in ecuador,"[('ministerio', 'NN'), ('informacion', 'NN'), ('con', 'NN'), ('discapacidad', 'NN'), ('ecuador', 'NN')]"
P1010S17E520,estudios factibilidad e impactos ambientales e ingenieria definitivos del puente sobre el rio leon y accesos,ministerio de transporte y obras publicas,sectorial comunicaciones,3116965.3200000003,0.0,219436.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336401.9200000004,0.0,ministerio de transporte y obras publicas estudios factibilidad e impactos ambientales e ingenieria definitivos del puente sobre el rio leon y accesos,ministry of transport and public works feasibility studies and final environmental impacts and engineering of the bridge over the leon river and accesses,"[('ministerio', 'NN'), ('factibilidad', 'VBP'), ('e', 'JJ'), ('ingenieria', 'JJ'), ('definitivos', 'NN'), ('del', 'NN'), ('puente', 'NN'), ('sobre', 'NN'), ('el', 'NN'), ('rio', 'NN'), ('leon', 'NN'), ('y', 'NN'), ('accesos', 'NN')]"
P1011S17E520,mantenimiento vial de la provincia de santa elena,ministerio de transporte y obras publicas,sectorial comunicaciones,7455396.37,2128575.36,29968046.710000005,9230976.33,15936729.2,3497868.2800000003,18840398.160000004,1954807.05,7372286.879999999,2962425.94,79572857.32,19774652.96,ministerio de transporte y obras publicas mantenimiento vial de la provincia de santa elena,ministry of transport and public works road maintenance of the province of santa elena,"[('ministerio', 'NN'), ('elena', 'NN')]"
P1012S17E520,rehabilitacion de la via e-489 tramo playas - posorja de una longitud de 17 kms y del by pass de la via playas,ministerio de transporte y obras publicas,sectorial comunicaciones,6152109.1,3930300.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6152109.1,3930300.12,ministerio de transporte y obras publicas rehabilitacion de la via e tramo playas posorja de una longitud de  kms y del by pass de la via playas,Ministry of Transport and Public Works Rehabilitation of the E-489 road section Playas - Posorja with a length of 17 km and the by-pass of the Playas road,"[('ministerio', 'NN'), ('rehabilitacion', 'NN'), ('e', 'NN'), ('tramo', 'NN'), ('playas', 'NN'), ('posorja', 'NN'), ('una', 'JJ'), ('longitud', 'NN'), ('del', 'NN'), ('pass', 'NN'), ('playas', 'NN')]"
P1013S17E520,fase ii suma pedernales,ministerio de transporte y obras publicas,sectorial comunicaciones,17457372.21,2225942.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17457372.21,2225942.1,ministerio de transporte y obras publicas fase ii suma pedernales,ministry of transport and public works phase ii adds pedernales,"[('ministerio', 'NN'), ('fase', 'NN'), ('ii', 'NN'), ('suma', 'NN')]"
P1014S17E520,rehabilitacion del anillo vial del canton salcedo provincia de cotopaxi de 9.75 km. de longitud,ministerio de transporte y obras publicas,sectorial comunicaciones,46961991.10999999,3899791.72,26048837.31,7329591.110000001,17284119.099999998,6850769.84,0.0,0.0,0.0,0.0,90294947.51999998,18080152.67,ministerio de transporte y obras publicas rehabilitacion del anillo vial del canton salcedo provincia de cotopaxi de  km de longitud,ministry of transport and public works rehabilitation of the road ring of the canton salcedo province of cotopaxi of 9.75 km. of length,"[('ministerio', 'NN'), ('rehabilitacion', 'NN'), ('anillo', 'JJ'), ('vial', 'JJ'), ('del', 'NN'), ('canton', 'NN'), ('salcedo', 'NN'), ('provincia', 'NN')]"
P1015S17E520,reconstruccin mejoramiento y sealizacin de la va de acceso a la poblacin de mataje y construccin del puente int,ministerio de transporte y obras publicas,sectorial comunicaciones,22435999.06,210616.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22435999.06,210616.16,ministerio de transporte y obras publicas reconstruccin mejoramiento y sealizacin de la va de acceso a la poblacin de mataje y construccin del puente int,"ministry of transport and public works reconstruction, improvement and signaling of the access road to the town of mataje and construction of the international bridge","[('ministerio', 'NN'), ('construccin', 'NN'), ('del', 'NN'), ('puente', 'NN'), ('int', 'NN')]"
P1016S17E520,reconstruccion y mantenimiento de la carretera santo domingo 10 de agosto,ministerio de transporte y obras publicas,sectorial comunicaciones,232150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232150.0,0.0,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la carretera santo domingo  de agosto,ministry of transportation and public works reconstruction and maintenance of the highway santo domingo august 10,"[('ministerio', 'NN'), ('reconstruccion', 'NN'), ('carretera', 'NN'), ('santo', 'NN'), ('domingo', 'NN'), ('agosto', 'NN')]"
P1017S17E520,fase ii chone calceta pinpiguasi,ministerio de transporte y obras publicas,sectorial comunicaciones,103794901.4,34337410.77,0.0,0.0,28463911.86,19948011.76,0.0,0.0,0.0,0.0,132258813.26,54285422.53,ministerio de transporte y obras publicas fase ii chone calceta pinpiguasi,ministry of transport and public works phase ii chone calceta pinpiguasi,"[('ministerio', 'NN'), ('fase', 'NN'), ('ii', 'NN'), ('chone', 'NN'), ('calceta', 'NN'), ('pinpiguasi', 'NN')]"
P1018S17E520,puente sobre el rio zamona,ministerio de transporte y obras publicas,sectorial comunicaciones,24398730.32,0.0,0.0,0.0,0.0,0.0,8492823.559999999,2526794.87,1115274.86,0.0,34006828.739999995,2526794.87,ministerio de transporte y obras publicas puente sobre el rio zamona,ministry of transport and public works bridge over the zamona river,"[('ministerio', 'NN'), ('rio', 'NN'), ('zamona', 'NN')]"
P1019S17E520,ampliacion reconstruccion y fiscalizacion de la carretera san antonio-la margarita san vicente de 37 9 kms de,ministerio de transporte y obras publicas,sectorial comunicaciones,9432987.22,3727279.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9432987.22,3727279.51,ministerio de transporte y obras publicas ampliacion reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de   kms de,"ministry of transportation and public works extension, reconstruction and control of the highway san antonio-la margarita san vicente de 37 9 kms de","[('ministerio', 'NN'), ('ampliacion', 'NN'), ('reconstruccion', 'NN'), ('fiscalizacion', 'NN'), ('san', 'JJ'), ('antoniola', 'NN'), ('margarita', 'NN'), ('san', 'JJ'), ('vicente', 'NN')]"
P101S03E034,proyecto nacional de gestion del riesgo para el habitat y la vivienda,servicio nacional de gestion de riesgos y emergencias,sectorial administrativo,178629086.26000002,30473289.64,0.0,0.0,53676260.0,45445959.56,3162735.0,0.0,840249.0,0.0,236308330.26,75919249.2,servicio nacional de gestion de riesgos y emergencias proyecto nacional de gestion del riesgo para el habitat y la vivienda,national risk and emergency management service national risk management project for habitat and housing,"[('servicio', 'JJ'), ('nacional', 'JJ'), ('gestion', 'NN'), ('nacional', 'JJ'), ('gestion', 'NN'), ('riesgo', 'NN'), ('para', 'NN'), ('el', 'NN'), ('habitat', 'NN'), ('y', 'NN'), ('la', 'NN'), ('vivienda', 'NN')]"
P101S18E550,proyecto nacional de gestion del riesgo para el habitat y la vivienda,ministerio de desarrollo urbano y vivienda,sectorial desarrollo urbano y vivienda,83362605.78,34545812.940000005,160469642.4,8920069.6,27058654.41,9746213.96,0.0,0.0,0.0,0.0,270890902.59000003,53212096.50000001,ministerio de desarrollo urbano y vivienda proyecto nacional de gestion del riesgo para el habitat y la vivienda,ministry of urban development and housing national risk management project for habitat and housing,"[('ministerio', 'NN'), ('urbano', 'JJ'), ('y', 'NN'), ('vivienda', 'NN'), ('proyecto', 'JJ'), ('nacional', 'JJ'), ('gestion', 'NN'), ('riesgo', 'NN'), ('para', 'NN'), ('el', 'NN'), ('habitat', 'NN'), ('y', 'NN'), ('la', 'NN'), ('vivienda', 'NN')]"
P1020S17E520,puente sobre el rio florida,ministerio de transporte y obras publicas,sectorial comunicaciones,16545500.46,0.0,5976690.99,0.0,2916472.36,0.0,6142755.36,0.0,0.0,0.0,31581419.17,0.0,ministerio de transporte y obras publicas puente sobre el rio florida,ministry of transport and public works bridge over the florida river,"[('ministerio', 'NN'), ('rio', 'NN'), ('florida', 'NN')]"
P1021S17E520,apoyo a la preparacion del programa de infraestructura vial ec-l1065 ec-ts/n,ministerio de transporte y obras publicas,sectorial comunicaciones,1541404.6800000002,852698.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541404.6800000002,852698.6,ministerio de transporte y obras publicas apoyo a la preparacion del programa de infraestructura vial ecl ects/n,ministry of transport and public works support for the preparation of the road infrastructure program ec-l1065 ec-ts/n,"[('ministerio', 'NN'), ('la', 'NN'), ('preparacion', 'NN'), ('programa', 'NN'), ('vial', 'JJ'), ('ecl', 'NN'), ('ects/n', 'NN')]"
P1022S17E520,puente sobre el rio indillama,ministerio de transporte y obras publicas,sectorial comunicaciones,13705393.5,0.0,0.0,0.0,0.0,0.0,12042421.8,0.0,0.0,0.0,25747815.3,0.0,ministerio de transporte y obras publicas puente sobre el rio indillama,ministry of transportation and public works bridge over the indillama river,"[('ministerio', 'NN'), ('rio', 'NN'), ('indillama', 'NN')]"
P1023S17E520,puente sobre el rio capivarayacu,ministerio de transporte y obras publicas,sectorial comunicaciones,16516221.77,7682555.79,793892.01,0.0,261553.09,0.0,0.0,0.0,0.0,0.0,17571666.87,7682555.79,ministerio de transporte y obras publicas puente sobre el rio capivarayacu,ministry of transportation and public works bridge over the capivarayacu river,"[('ministerio', 'NN'), ('rio', 'NN'), ('capivarayacu', 'NN')]"
P1024S17E520,construccion del puente guagrayacu carretera papallacta - baeza,ministerio de transporte y obras publicas,sectorial comunicaciones,211440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211440.0,0.0,ministerio de transporte y obras publicas construccion del puente guagrayacu carretera papallacta baeza,ministry of transport and public works construction of the guagrayacu bridge papallacta - baeza highway,"[('ministerio', 'NN'), ('construccion', 'NN'), ('puente', 'NN'), ('guagrayacu', 'NN'), ('carretera', 'NN'), ('papallacta', 'NN'), ('baeza', 'NN')]"
P1025S17E520,puente sobre el rio jandiyacu,ministerio de transporte y obras publicas,sectorial comunicaciones,14022842.749999998,0.0,0.0,0.0,0.0,0.0,7201841.56,0.0,0.0,0.0,21224684.31,0.0,ministerio de transporte y obras publicas puente sobre el rio jandiyacu,ministry of transport and public works bridge over the jandiyacu river,"[('ministerio', 'NN'), ('rio', 'NN'), ('jandiyacu', 'NN')]"
P1026S17E520,ampliacion a 6 carriles del tramo jambeli latacunga ambato en una longitud de 90 km aproximadamente incluye la construccion de intercambiadores y obras conexas,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ministerio de transporte y obras publicas ampliacion a  carriles del tramo jambeli latacunga ambato en una longitud de  km aproximadamente incluye la construccion de intercambiadores y obras conexas,ministry of transport and public works extension to 6 lanes of the jambeli latacunga ambato section in a length of approximately 90 km includes the construction of interchanges and related works,"[('ministerio', 'NN'), ('ampliacion', 'NN'), ('tramo', 'NN'), ('jambeli', 'NN'), ('latacunga', 'NN'), ('ambato', 'NN'), ('una', 'JJ'), ('longitud', 'NN'), ('construccion', 'NN'), ('y', 'VBP')]"
P1027S17E520,"construccion del puente oritoyacu, ubicado en la carretera baeza- tena",ministerio de transporte y obras publicas,sectorial comunicaciones,1524114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524114.0,0.0,ministerio de transporte y obras publicas construccion del puente oritoyacu ubicado en la carretera baeza tena,"ministry of transport and public works construction of the oritoyacu bridge, located on the baeza-tena highway","[('ministerio', 'NN'), ('construccion', 'NN'), ('puente', 'NN'), ('ubicado', 'JJ'), ('carretera', 'NN'), ('baeza', 'NN'), ('tena', 'NN')]"
P1028S17E520,proyecto de fortalecimiento institucional,ministerio de transporte y obras publicas,sectorial comunicaciones,4773130.72,797962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773130.72,797962.0,ministerio de transporte y obras publicas proyecto de fortalecimiento institucional,ministry of transportation and public works institutional strengthening project,"[('ministerio', 'NN'), ('institucional', 'JJ')]"
P1029S17E520,puente sobre el rio condor,ministerio de transporte y obras publicas,sectorial comunicaciones,13972045.39,0.0,3656411.56,0.0,0.0,0.0,8232912.720000001,0.0,0.0,0.0,25861369.67,0.0,ministerio de transporte y obras publicas puente sobre el rio condor,ministry of transport and public works bridge over the condor river,"[('ministerio', 'NN'), ('rio', 'NN'), ('condor', 'NN')]"
P102S03E034,sistema de alerta temprana para eventos de tsunami y control de represas,secretaria de gestion de riesgos,sectorial administrativo,7459482.119999999,3999186.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7459482.119999999,3999186.96,secretaria de gestion de riesgos sistema de alerta temprana para eventos de tsunami y control de represas,secretary of risk management early warning system for tsunami events and dam control,"[('secretaria', 'NN'), ('gestion', 'NN'), ('temprana', 'NN'), ('para', 'NN'), ('control', 'NN'), ('represas', 'NN')]"
P102S03E266,sistema de alerta temprana para eventos de tsunami y control de represas,servicio integrado de seguridad ecu 911,sectorial administrativo,7981514.57,4169028.5299999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7981514.57,4169028.5299999993,servicio integrado de seguridad ecu  sistema de alerta temprana para eventos de tsunami y control de represas,integrated security service ecu 911 early warning system for tsunami events and dam control,"[('servicio', 'JJ'), ('integrado', 'NN'), ('temprana', 'NN'), ('para', 'NN'), ('control', 'NN'), ('represas', 'NN')]"
P102S09E177,sistema de alerta temprana para eventos de tsunami y control de represas,escuela politecnica nacional,sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,escuela politecnica nacional sistema de alerta temprana para eventos de tsunami y control de represas,national polytechnic school early warning system for tsunami events and dam control,"[('escuela', 'NN'), ('nacional', 'JJ'), ('sistema', 'NN'), ('temprana', 'NN'), ('para', 'NN'), ('control', 'NN'), ('represas', 'NN')]"
P1030S17E520,construccion del puente quijos 2 sobre el rio quijos,ministerio de transporte y obras publicas,sectorial comunicaciones,560629.41,0.0,0.0,0.0,678321.47,0.0,0.0,0.0,7600.23,5066.82,1246551.11,5066.82,ministerio de transporte y obras publicas construccion del puente quijos  sobre el rio quijos,ministry of transport and public works construction of the quijos 2 bridge over the quijos river,"[('ministerio', 'NN'), ('construccion', 'NN'), ('puente', 'NN'), ('sobre', 'NN'), ('el', 'NN'), ('rio', 'NN'), ('quijos', 'NN')]"
P1031S17E520,puente sobre el rio salado bajo,ministerio de transporte y obras publicas,sectorial comunicaciones,10527906.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10527906.65,0.0,ministerio de transporte y obras publicas puente sobre el rio salado bajo,ministry of transport and public works bridge over the lower salty river,"[('ministerio', 'NN'), ('rio', 'NN'), ('salado', 'NN'), ('bajo', 'NN')]"
P1032S17E520,rehabilitacion (18 meses) y mantenimiento (48 meses) carr. puente chiritza - puente cuyabeno de 44536 km. long. inc,ministerio de transporte y obras publicas,sectorial comunicaciones,5285092.8,4099647.999999999,0.0,0.0,3799122.3,239043.06,1675862.88,0.0,0.0,0.0,10760077.98,4338691.059999999,ministerio de transporte y obras publicas rehabilitacion ( meses) y mantenimiento ( meses) carr puente chiritza puente cuyabeno de  km long inc,ministry of transport and public works rehabilitation (18 months) and maintenance (48 months) carr. Chiritza bridge - Cuyabeno bridge of 44536 km. length inc,"[('ministerio', 'NN'), ('rehabilitacion', 'NN'), ('y', 'VBP'), ('mantenimiento', 'NN'), ('carr', 'VBP'), ('puente', 'JJ'), ('chiritza', 'NN'), ('puente', 'NN'), ('cuyabeno', 'NN'), ('long', 'JJ'), ('inc', 'NN')]"
P1033S17E520,fortalecimiento tecnologico,ministerio de transporte y obras publicas,sectorial comunicaciones,590886.36,375968.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590886.36,375968.52,ministerio de transporte y obras publicas fortalecimiento tecnologico,ministry of transport and public works technological strengthening,"[('ministerio', 'NN'), ('fortalecimiento', 'NN'), ('tecnologico', 'NN')]"
P1034S17E520,puente sobre el rio salado alto,ministerio de transporte y obras publicas,sectorial comunicaciones,11017635.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11017635.05,0.0,ministerio de transporte y obras publicas puente sobre el rio salado alto,Ministry of Transport and Public Works Bridge over the Alto Salado River,"[('ministerio', 'NN'), ('rio', 'NN'), ('salado', 'NN'), ('alto', 'NN')]"
P1035S17E520,"construccion del puente san jose, carretera baeza - lago agrio",ministerio de transporte y obras publicas,sectorial comunicaciones,13440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13440.0,0.0,ministerio de transporte y obras publicas construccion del puente san jose carretera baeza lago agrio,"Ministry of Transport and Public Works Construction of the San Jose Bridge, Baeza - Lago Agrio Highway","[('ministerio', 'NN'), ('construccion', 'NN'), ('del', 'NN'), ('puente', 'NN'), ('jose', 'JJ'), ('carretera', 'NN'), ('baeza', 'NN'), ('lago', 'NN'), ('agrio', 'NN')]"
P1036S17E520,puente sobre el rio dayuma,ministerio de transporte y obras publicas,sectorial comunicaciones,26966408.66,8138225.709999999,10621267.16,527771.74,2886226.08,805920.4400000001,0.0,0.0,0.0,0.0,40473901.89999999,9471917.89,ministerio de transporte y obras publicas puente sobre el rio dayuma,ministry of transport and public works bridge over the dayuma river,"[('ministerio', 'NN'), ('rio', 'NN'), ('dayuma', 'NN')]"
P1037S17E520,santo domingo-esmeraldas,ministerio de transporte y obras publicas,sectorial comunicaciones,40604385.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40604385.46,0.0,ministerio de transporte y obras publicas santo domingoesmeraldas,ministry of transportation and public works santo domingo-esmeraldas,"[('ministerio', 'NN'), ('santo', 'NN'), ('domingoesmeraldas', 'NN')]"
P1038S17E520,"construccion del puente loco, carretera baeza lago agrio",ministerio de transporte y obras publicas,sectorial comunicaciones,2497782.54,129881.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497782.54,129881.51,ministerio de transporte y obras publicas construccion del puente loco carretera baeza lago agrio,"ministry of transportation and public works construction of the loco bridge, baeza lago agrio highway","[('ministerio', 'NN'), ('construccion', 'NN'), ('puente', 'NN'), ('carretera', 'NN'), ('baeza', 'NN'), ('lago', 'NN'), ('agrio', 'NN')]"
P1039S17E520,equipo caminero,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,205458508.73999995,7720159.86,39994185.63999999,29675068.639999997,7417030.33,0.0,0.0,0.0,252869724.70999995,37395228.49999999,ministerio de transporte y obras publicas equipo caminero,ministry of transportation and public works road team,"[('ministerio', 'NN'), ('caminero', 'NN')]"
